22
51
49
48
41
34
50
48
25
44
26
37
47
20
40
36
39
68
45
40
47
29
41
55
42
45
125727,35
96301,51
59355,96
108824,67
116989,25
134967,57
165408,31
95042,21
105839,47
122426,78
102632,24
47829,75
65565,58
109018,97
119239,50
105027,57
50454,82
107419,98
124412,70
115893,15
152474,75
86396,60
27975,11
102411,16
32712,85
107784,91
